Species,Longitude,Latitude
P_rigida,-75.423211,41.108865
P_rigida,-81.699881,41.203473
P_rigida,-73.06027,41.22416
P_rigida,-72.757496,41.244728
P_rigida,-72.856365,41.255253
P_rigida,-72.736896,41.263498
P_rigida,-74.69333,41.29222
P_rigida,-74.006762,41.310733
P_rigida,-70.303725,41.336444
P_rigida,-70.74475,41.343169
P_rigida,-72.874203,41.366632
P_rigida,-72.585687,41.367578
P_rigida,-77.469001,41.390361
P_rigida,-70.539315,41.397474
P_rigida,-81.590443,41.424656
P_rigida,-74.762108,41.424815
P_rigida,-73.967152,41.425379
P_rigida,-72.83277,41.425862
P_rigida,-74.001623,41.425896
P_rigida,-70.569933,41.440762
P_rigida,-72.679659,41.441148
P_rigida,-72.649074,41.470654
P_rigida,-71.246667,41.486833
P_rigida,-81.93471,41.487652
P_rigida,-71.7096,41.5164
P_rigida,-72.54361,41.51972
P_rigida,-70.648733,41.5271
P_rigida,-71.65,41.53333
P_rigida,-72.709139,41.5407
P_rigida,-70.643721,41.552077
P_rigida,-70.532367,41.561987
P_rigida,-71.92138,41.58388
P_rigida,-71.88638,41.60138
P_rigida,-72.87972,41.605
P_rigida,-72.66361,41.60972
P_rigida,-70.536043,41.623802
P_rigida,-70.42617,41.625004
P_rigida,-70.568512,41.635578
P_rigida,-74.41337,41.64647
P_rigida,-69.964327,41.654748
P_rigida,-71.552476,41.657004
P_rigida,-74.3583,41.6719
P_rigida,-70.062644,41.674408
P_rigida,-71.589134,41.684484
P_rigida,-69.999354,41.694418
P_rigida,-72.08138,41.69833
P_rigida,-70.141175,41.699947
P_rigida,-70.03277,41.7
P_rigida,-71.68333,41.7
P_rigida,-71.81694,41.70222
P_rigida,-69.92777,41.71583
P_rigida,-74.2361,41.7286
P_rigida,-70.122505,41.732613
P_rigida,-74.195556,41.736111
P_rigida,-72.48527,41.75722
P_rigida,-70.05,41.766667
P_rigida,-74.147994,41.773075
P_rigida,-70.057228,41.773391
P_rigida,-72.52472,41.77527
P_rigida,-72.22944,41.78833
P_rigida,-72.50388,41.79527
P_rigida,-72.25416,41.80916
P_rigida,-72.24082,41.825822
P_rigida,-70.649235,41.829531
P_rigida,-72.46111,41.83694
P_rigida,-70.680016,41.84639
P_rigida,-72.66666,41.875
P_rigida,-72.70194,41.905
P_rigida,-70.025556,41.917222
P_rigida,-70.56611,41.91861
P_rigida,-70.03055,41.9375
P_rigida,-72.72722,41.94111
P_rigida,-73.42277,41.985
P_rigida,-73.46916,41.99444
P_rigida,-72.73416,41.99472
P_rigida,-70.023162,42.001608
P_rigida,-71.58083,42.02777
P_rigida,-71.88,42.05
P_rigida,-71.73944,42.05416
P_rigida,-70.140519,42.059219
P_rigida,-70.189155,42.063308
P_rigida,-70.24388,42.06388
P_rigida,-80.056482,42.065962
P_rigida,-72.66666,42.06666
P_rigida,-70.194333,42.067613
P_rigida,-72.03333,42.075
P_rigida,-71.62944,42.07722
P_rigida,-73.952914,42.077592
P_rigida,-71.198015,42.085225
P_rigida,-71.17916,42.10416
P_rigida,-71.55222,42.10583
P_rigida,-72.07861,42.10833
P_rigida,-70.713098,42.115247
P_rigida,-71.86611,42.13333
P_rigida,-71.55,42.13333
P_rigida,-71.97,42.13555
P_rigida,-71.53333,42.15
